area_sqm,rooms,bathrooms,floor,property_age,latitude,longitude,district,price
334.3,7,5,18,8,30.054594,31.203991,Mohandeseen,10131000
320.2,8,5,17,24,29.961315,31.2771,Maadi,6160000
392.5,8,5,15,7,30.022652,31.467233,New Cairo,7912000
377.7,8,5,4,11,30.069685,31.335289,Nasr City,5360000
297.3,8,5,10,1,30.048542,31.232575,Downtown,11371000
253.6,6,5,13,25,30.077343,31.22346,Zamalek,9052000
84.6,2,1,13,18,30.029201,31.479057,New Cairo,1212000
62.4,2,1,14,11,30.020319,31.470263,New Cairo,976000
233.0,5,4,12,15,29.958945,31.253794,Maadi,4406000
200.9,4,3,14,12,30.069279,31.353994,Nasr City,3125000
208.3,6,5,19,3,30.016098,31.493482,New Cairo,5117000
358.3,8,5,16,6,30.067092,31.216044,Mohandeseen,11578000
141.6,3,2,4,13,30.053341,31.248232,Downtown,3695000
284.9,7,5,7,17,29.961615,31.260383,Maadi,4452000
60.1,1,1,5,4,30.066118,31.205593,Mohandeseen,1183000
72.4,3,3,19,33,29.986845,30.979201,Sheikh Zayed,706000
386.3,8,5,13,1,30.074654,31.222338,Zamalek,20223000
259.5,6,5,18,86,30.054611,31.354519,Nasr City,2779000
326.6,8,5,9,2,30.058653,31.237661,Downtown,12057000
342.0,8,5,9,10,30.083592,31.35408,Heliopolis,6261000
249.0,6,5,16,0,30.058512,31.337463,Nasr City,4288000
71.7,2,2,10,3,30.057301,31.208649,Mohandeseen,2057000
390.8,8,5,1,0,30.027635,31.487442,New Cairo,7610000
320.1,8,5,2,15,30.080551,31.34962,Heliopolis,5719000
156.2,3,3,9,38,29.970678,31.253813,Maadi,1977000
345.0,8,5,17,51,30.059646,31.359929,Nasr City,2852000
268.6,6,5,7,0,30.054895,31.21763,Mohandeseen,8777000
95.7,3,3,5,35,30.066087,31.201317,Mohandeseen,1023000
298.3,7,5,8,11,30.077589,31.2182,Zamalek,11463000
222.8,5,4,7,36,30.051083,31.240543,Downtown,3637000
225.4,6,5,13,14,30.063381,31.202526,Mohandeseen,4906000
272.1,7,5,6,10,30.082314,31.339186,Heliopolis,6076000
95.3,3,2,2,4,29.974683,31.26555,Maadi,1353000
310.6,7,5,19,18,29.981559,30.98878,Sheikh Zayed,5960000
317.1,7,5,13,25,30.060388,31.35231,Nasr City,3403000
397.2,8,5,4,10,29.987009,30.952765,Sheikh Zayed,7334000
167.0,4,4,3,13,29.991398,30.960155,Sheikh Zayed,2863000
317.5,8,5,7,32,30.045261,31.234491,Downtown,7636000
377.0,8,5,15,2,30.060368,31.202252,Mohandeseen,11523000
202.9,6,5,16,1,30.067085,31.215633,Mohandeseen,5196000
252.4,7,5,7,36,29.978382,31.257341,Maadi,3082000
146.8,4,3,4,12,30.060295,31.342463,Nasr City,1563000
210.4,4,4,3,17,30.043292,31.245074,Downtown,4604000
156.7,3,3,7,29,30.084887,31.354372,Heliopolis,1735000
209.7,6,5,11,5,29.99657,30.924041,Sheikh Zayed,3658000
337.8,8,5,5,3,30.061587,31.339394,Nasr City,5290000
364.5,8,5,2,2,30.050595,31.201435,Mohandeseen,8633000
317.9,8,5,13,2,29.998676,30.936626,Sheikh Zayed,9914000
351.2,8,5,15,12,30.060231,31.358475,Nasr City,5335000
114.6,4,4,19,10,30.047282,31.242788,Downtown,3732000
274.3,6,5,17,16,30.082159,31.3377,Heliopolis,5582000
70.6,3,3,1,5,30.047252,31.231328,Downtown,2133000
390.7,8,5,1,5,30.006029,30.938605,Sheikh Zayed,6295000
83.1,1,1,12,12,30.054305,31.217232,Mohandeseen,1923000
79.1,1,1,10,22,30.00766,30.935604,Sheikh Zayed,1116000
226.4,6,5,3,9,30.059416,31.214133,Mohandeseen,5003000
249.3,7,5,4,2,29.979547,31.25228,Maadi,5199000
127.0,4,3,1,15,30.067802,31.213891,Zamalek,4111000
186.9,5,5,11,3,30.107027,31.350226,Heliopolis,3858000
161.4,4,3,3,6,30.06502,31.223669,Zamalek,6181000
206.5,5,4,2,17,29.959763,31.252842,Maadi,4052000
122.3,3,2,11,25,29.983857,30.92147,Sheikh Zayed,1389000
145.0,3,3,12,12,29.962136,31.260908,Maadi,3008000
173.1,3,3,4,8,30.065083,31.226503,Zamalek,5244000
293.9,8,5,17,1,30.001424,30.935699,Sheikh Zayed,7191000
110.5,3,3,17,19,29.981653,30.99103,Sheikh Zayed,2114000
157.3,4,4,12,27,30.060409,31.217216,Mohandeseen,2586000
105.6,3,2,16,18,30.051148,31.23512,Downtown,2722000
343.4,8,5,9,9,30.000309,30.959779,Sheikh Zayed,7050000
197.6,4,4,14,9,29.961018,31.277414,Maadi,4054000
366.5,8,5,17,26,30.07499,31.347927,Nasr City,4122000
356.1,8,5,1,10,30.063348,31.200255,Mohandeseen,6821000
62.7,1,1,2,19,30.051621,31.214329,Mohandeseen,941000
386.9,8,5,7,1,30.091919,31.340105,Heliopolis,9202000
152.4,3,3,7,10,30.076012,31.358107,Nasr City,1899000
102.5,2,1,1,8,29.989808,30.968535,Sheikh Zayed,1018000
123.2,3,3,18,25,30.045705,31.234784,Downtown,2783000
386.1,8,5,3,19,29.958221,31.275379,Maadi,4946000
148.2,3,3,15,2,30.069123,31.219847,Zamalek,7184000
125.2,2,1,10,20,30.059227,31.239179,Downtown,2749000
145.9,4,4,19,12,30.050012,31.247112,Downtown,3631000
124.1,3,2,14,16,30.042268,31.244412,Downtown,3249000
193.5,5,4,6,19,30.051881,31.219028,Mohandeseen,4194000
62.8,1,1,11,37,30.101165,31.350153,Heliopolis,683000
304.8,8,5,17,10,29.991488,30.937767,Sheikh Zayed,7559000
125.3,4,4,16,33,30.003527,31.499022,New Cairo,1571000
187.3,4,3,5,5,29.985281,30.982922,Sheikh Zayed,3580000
287.9,7,5,15,6,29.986336,30.945055,Sheikh Zayed,6604000
362.0,8,5,16,8,30.056411,31.214888,Mohandeseen,10856000
290.0,6,5,3,6,30.100432,31.341186,Heliopolis,6012000
209.7,6,5,4,0,30.050546,31.247727,Downtown,6927000
213.0,5,4,5,2,30.073783,31.220291,Zamalek,7987000
224.4,6,5,18,2,30.002197,31.481232,New Cairo,5853000
97.5,3,3,7,19,30.025255,31.429901,New Cairo,1374000
181.6,4,3,2,27,30.062455,31.350595,Nasr City,1390000
239.5,6,5,10,20,30.108941,31.332207,Heliopolis,3631000
376.0,8,5,3,12,30.064792,31.209985,Mohandeseen,7710000
164.1,5,4,19,32,30.017472,31.412684,New Cairo,1902000
200.9,5,4,1,4,29.9799,31.272524,Maadi,3348000
330.6,8,5,4,9,30.000476,31.409198,New Cairo,6989000
184.7,4,3,10,1,30.008624,30.93786,Sheikh Zayed,3780000
78.6,2,2,8,1,29.997011,30.994267,Sheikh Zayed,1570000
92.7,2,2,19,11,30.065824,31.325645,Nasr City,1318000
235.6,6,5,14,2,30.000226,30.930678,Sheikh Zayed,5132000
162.4,4,4,2,2,30.064833,31.206053,Mohandeseen,3192000
337.2,8,5,1,12,30.053394,31.249228,Downtown,9665000
363.2,8,5,16,1,30.067831,31.224266,Zamalek,24508000
327.9,8,5,15,6,30.094099,31.355738,Heliopolis,10114000
170.3,4,4,10,6,30.004099,30.991784,Sheikh Zayed,2161000
158.0,4,4,8,5,30.091988,31.355573,Heliopolis,3611000
68.3,2,2,1,8,29.999568,30.97817,Sheikh Zayed,923000
151.6,4,4,9,16,30.059551,31.335249,Nasr City,1662000
304.6,8,5,3,4,30.058304,31.212302,Mohandeseen,5222000
235.4,5,5,7,35,30.061336,31.207088,Mohandeseen,2601000
243.9,7,5,3,29,30.058882,31.236719,Downtown,4081000
102.7,3,2,6,11,30.099856,31.336224,Heliopolis,1742000
295.2,7,5,9,12,30.063185,31.32269,Nasr City,4961000
137.7,4,3,7,36,30.083551,31.349373,Heliopolis,1442000
328.7,8,5,5,8,30.05821,31.204627,Mohandeseen,7976000
158.6,3,2,12,7,30.067493,31.213659,Zamalek,6190000
177.6,4,4,18,27,30.06064,31.228804,Zamalek,5592000
65.3,2,1,4,7,30.06248,31.349867,Nasr City,846000
246.9,7,5,13,25,30.064201,31.217882,Zamalek,7594000
340.7,8,5,13,10,30.105463,31.351182,Heliopolis,6476000
195.7,5,5,10,5,30.055634,31.24518,Downtown,5790000
104.3,3,3,15,24,30.000076,30.978595,Sheikh Zayed,1453000
76.8,1,1,9,17,30.052425,31.202275,Mohandeseen,1555000
390.5,8,5,19,5,30.019004,31.41058,New Cairo,8479000
322.7,7,5,4,21,29.997902,30.946976,Sheikh Zayed,4448000
179.5,5,5,16,0,30.061265,31.212956,Mohandeseen,5216000
115.7,3,2,13,14,30.054577,31.248638,Downtown,3078000
326.8,8,5,2,31,30.109992,31.337322,Heliopolis,3710000
358.8,8,5,7,9,30.067949,31.321239,Nasr City,6122000
88.7,2,2,11,36,29.96056,31.262324,Maadi,952000
308.8,8,5,5,3,30.053766,31.234394,Downtown,12376000
345.3,8,5,9,17,30.068266,31.212172,Mohandeseen,7594000
99.7,2,1,19,9,30.078169,31.21209,Zamalek,4645000
397.0,8,5,16,25,29.98277,30.973921,Sheikh Zayed,7734000
345.4,8,5,4,3,30.073541,31.225445,Zamalek,20731000
305.8,7,5,3,6,30.071783,31.219088,Zamalek,12086000
198.1,6,5,8,25,29.951784,31.268327,Maadi,3565000
330.1,7,5,15,25,30.05067,31.231055,Downtown,7864000
151.2,3,3,19,8,30.042015,31.24415,Downtown,5383000
181.8,4,4,7,14,30.045142,31.248973,Downtown,4840000
378.9,8,5,7,6,29.963474,31.26712,Maadi,7010000
83.5,2,2,2,19,30.070658,31.228621,Zamalek,1782000
166.7,3,3,18,1,30.053661,31.243215,Downtown,5741000
250.7,6,5,3,1,30.055732,31.33763,Nasr City,4266000
144.2,4,3,14,7,30.059088,31.248213,Downtown,4500000
312.4,8,5,16,23,30.000542,31.448273,New Cairo,5589000
155.4,4,3,19,2,30.015895,31.428999,New Cairo,3070000
69.8,1,1,13,4,30.056778,31.230646,Downtown,2033000
324.6,8,5,5,23,30.062671,31.216212,Zamalek,12602000
157.9,3,2,19,0,29.966534,31.27126,Maadi,4578000
163.3,5,5,15,4,30.066027,31.352952,Nasr City,2572000
355.8,8,5,16,12,30.069602,31.219828,Zamalek,18595000
223.5,5,5,19,1,30.059734,31.242387,Downtown,7556000
161.5,4,3,1,4,29.971915,31.25121,Maadi,3273000
355.2,8,5,19,3,30.046809,31.24982,Downtown,12580000
236.9,6,5,6,7,29.99005,30.936583,Sheikh Zayed,4622000
179.3,5,5,16,1,30.043826,31.238148,Downtown,6567000
322.2,8,5,2,31,30.004325,30.998479,Sheikh Zayed,3997000
65.4,2,2,16,10,30.096885,31.339401,Heliopolis,1403000
333.5,8,5,3,6,30.063365,31.221633,Zamalek,13038000
102.8,3,2,15,5,29.965803,31.259728,Maadi,2296000
298.9,8,5,18,0,29.989842,30.972831,Sheikh Zayed,7471000
200.0,5,5,3,3,30.071817,31.228264,Zamalek,6908000
95.1,2,2,8,23,30.061712,31.213669,Zamalek,3071000
366.5,8,5,10,16,30.067302,31.22223,Zamalek,13313000
228.2,5,5,9,15,30.054906,31.321346,Nasr City,3327000
195.3,4,4,9,0,30.054459,31.246207,Downtown,6075000
66.1,1,1,10,8,30.003536,30.927464,Sheikh Zayed,1096000
322.2,8,5,8,17,29.986233,30.921622,Sheikh Zayed,7127000
133.1,2,1,6,74,30.072749,31.351745,Nasr City,585000
222.1,5,5,18,43,30.068597,31.207628,Mohandeseen,3252000
210.0,4,4,16,18,30.051172,31.248072,Downtown,4861000
313.1,8,5,13,12,30.057968,31.205692,Mohandeseen,7914000
326.9,8,5,13,2,29.994033,30.997446,Sheikh Zayed,7326000
75.3,2,1,7,1,30.058726,31.219246,Mohandeseen,1683000
127.1,3,3,9,11,30.041034,31.233171,Downtown,3788000
346.7,8,5,6,14,30.101117,31.349524,Heliopolis,6202000
208.6,5,5,18,13,29.991644,30.933661,Sheikh Zayed,4160000
230.1,5,5,18,5,29.967614,31.252,Maadi,6161000
391.7,8,5,12,1,30.06818,31.323585,Nasr City,8575000
313.7,7,5,4,13,29.963497,31.275751,Maadi,6136000
349.0,8,5,7,26,30.077016,31.218479,Zamalek,11839000
233.3,6,5,4,59,30.067005,31.219044,Zamalek,5528000
313.6,8,5,14,14,30.107236,31.342573,Heliopolis,8232000
165.2,3,3,13,5,30.062606,31.213982,Zamalek,6506000
229.0,6,5,3,6,30.101831,31.350078,Heliopolis,4579000
151.8,3,3,10,2,30.063782,31.211301,Mohandeseen,4004000
276.3,7,5,9,36,30.102168,31.335935,Heliopolis,3915000
385.3,8,5,13,34,30.088111,31.354106,Heliopolis,5921000
387.8,8,5,18,0,30.081572,31.357234,Heliopolis,7869000
299.7,7,5,7,46,29.950091,31.257438,Maadi,4275000
319.8,7,5,12,1,30.065985,31.217972,Mohandeseen,10676000
379.1,8,5,2,77,29.996669,30.933611,Sheikh Zayed,3741000
267.0,8,5,6,0,30.061924,31.218319,Mohandeseen,6117000
373.8,8,5,7,17,29.98958,30.940176,Sheikh Zayed,7547000
226.3,6,5,6,1,29.964627,31.270929,Maadi,5298000
325.7,8,5,7,1,29.9617,31.262198,Maadi,7390000
106.3,3,2,2,31,30.017576,31.467419,New Cairo,960000
352.2,8,5,6,25,30.074077,31.353828,Nasr City,3793000
200.5,5,4,16,1,30.051874,31.245441,Downtown,7831000
285.8,7,5,11,5,29.982376,30.959026,Sheikh Zayed,5668000
193.7,5,4,2,4,30.029979,31.426801,New Cairo,3020000
118.8,3,2,18,21,30.00655,30.937722,Sheikh Zayed,1426000
323.8,8,5,15,5,30.052901,31.214736,Mohandeseen,7226000
368.5,8,5,11,11,30.090433,31.345616,Heliopolis,7349000
316.0,8,5,12,10,30.062613,31.20159,Mohandeseen,10542000
277.7,8,5,1,12,30.107086,31.341835,Heliopolis,6501000
398.6,8,5,3,28,29.980612,30.968359,Sheikh Zayed,5206000
177.5,4,3,19,9,29.987203,30.991568,Sheikh Zayed,3908000
335.1,8,5,15,32,29.960744,31.261359,Maadi,5323000
153.7,3,3,17,8,30.093204,31.332734,Heliopolis,2882000
321.1,8,5,14,1,29.963223,31.264369,Maadi,10264000
129.2,3,3,2,8,30.012363,31.403561,New Cairo,2528000
64.4,1,1,18,24,30.078943,31.212719,Zamalek,1839000
245.6,5,5,16,10,30.017818,31.41484,New Cairo,5225000
334.8,8,5,17,6,29.997565,30.945252,Sheikh Zayed,8281000
165.2,4,4,12,0,30.073721,31.320476,Nasr City,2510000
220.2,6,5,9,26,30.089689,31.337118,Heliopolis,3168000
314.4,8,5,15,16,30.056439,31.345508,Nasr City,5907000
205.0,6,5,7,11,30.100745,31.3565,Heliopolis,4005000
340.0,8,5,12,7,30.057315,31.244488,Downtown,10277000
283.5,7,5,8,24,30.095307,31.359323,Heliopolis,4228000
393.9,8,5,11,1,30.051815,31.241987,Downtown,12429000
309.6,7,5,4,1,30.062471,31.212021,Zamalek,11110000
314.3,7,5,14,26,30.067225,31.214267,Zamalek,12583000
227.2,5,5,11,24,30.073759,31.325087,Nasr City,2246000
242.9,7,5,7,10,30.051112,31.34141,Nasr City,3108000
138.4,4,3,10,25,29.989586,30.933084,Sheikh Zayed,2105000
252.6,6,5,10,19,29.982633,30.973454,Sheikh Zayed,4377000
170.0,3,2,15,9,30.004735,31.476432,New Cairo,2752000
147.8,4,3,14,20,30.00846,31.421879,New Cairo,1867000
129.0,3,3,14,6,30.099639,31.351279,Heliopolis,2707000
318.2,8,5,3,4,29.99882,30.944119,Sheikh Zayed,6403000
171.9,4,4,19,7,30.101612,31.345346,Heliopolis,3467000
286.7,7,5,8,37,30.050983,31.21147,Mohandeseen,3943000
88.1,1,1,19,10,30.059845,31.243052,Downtown,2628000
372.8,8,5,17,17,30.069637,31.212487,Zamalek,20819000
141.2,4,3,14,19,30.066654,31.204017,Mohandeseen,3240000
280.7,7,5,13,3,30.002953,31.491681,New Cairo,5444000
173.2,4,4,14,13,30.058858,31.200684,Mohandeseen,4022000
245.8,6,5,6,0,30.062865,31.335973,Nasr City,3773000
393.4,8,5,9,10,29.951556,31.278267,Maadi,7888000
380.7,8,5,4,21,29.998202,30.970143,Sheikh Zayed,6805000
110.2,3,3,8,0,30.0561,31.23039,Downtown,3937000
224.2,6,5,12,8,30.067126,31.341083,Nasr City,3568000
230.8,6,5,14,2,30.083704,31.359402,Heliopolis,5544000
203.1,6,5,6,14,30.019307,31.408801,New Cairo,3140000
317.0,8,5,3,5,30.076203,31.215323,Zamalek,15608000
325.7,8,5,1,4,29.974723,31.25016,Maadi,5633000
69.0,2,1,18,6,30.023549,31.419203,New Cairo,1399000
213.2,4,4,17,13,29.972088,31.26714,Maadi,3705000
150.2,3,2,4,15,30.070621,31.334901,Nasr City,1711000
316.7,8,5,10,12,29.980342,30.975721,Sheikh Zayed,6917000
234.3,6,5,19,17,30.071175,31.222499,Zamalek,9927000
235.1,5,5,8,1,30.068639,31.218272,Mohandeseen,7490000
349.7,8,5,17,7,30.043232,31.232367,Downtown,13957000
157.5,4,4,19,0,30.045069,31.231485,Downtown,6051000
330.2,7,5,19,10,29.961459,31.266929,Maadi,8403000
185.1,4,4,18,4,30.057327,31.342414,Nasr City,3130000
96.5,3,3,12,3,30.062906,31.216326,Zamalek,3990000
204.4,5,5,3,10,30.065523,31.337294,Nasr City,2335000
167.1,4,4,18,42,30.071334,31.331826,Nasr City,1440000
373.6,8,5,16,10,29.96393,31.257602,Maadi,9219000
351.6,8,5,5,1,30.053202,31.246722,Downtown,12389000
326.6,8,5,1,3,30.066759,31.219397,Zamalek,16504000
309.4,8,5,5,24,30.060827,31.217578,Zamalek,8989000
84.1,2,1,8,10,30.026163,31.428894,New Cairo,1421000
113.8,2,2,6,6,30.027916,31.479968,New Cairo,1345000
135.7,4,4,18,11,30.066201,31.338441,Nasr City,1965000
196.7,5,5,12,4,30.061932,31.337125,Nasr City,2395000
364.3,8,5,11,8,30.062022,31.214196,Mohandeseen,10342000
145.8,4,4,18,23,30.010796,31.493876,New Cairo,2573000
127.4,4,3,6,7,30.067103,31.218143,Zamalek,5570000
123.0,3,2,1,15,30.046208,31.243122,Downtown,1856000
265.7,7,5,2,35,30.062759,31.215383,Mohandeseen,3622000
154.2,4,3,1,2,29.987977,30.955075,Sheikh Zayed,2648000
70.8,1,1,3,11,30.097709,31.35804,Heliopolis,957000
289.9,8,5,19,3,30.066217,31.229685,Zamalek,16500000
367.4,8,5,10,24,30.105117,31.332799,Heliopolis,6774000
358.1,8,5,16,10,30.058087,31.203239,Mohandeseen,12728000
293.6,8,5,5,12,29.973886,31.250113,Maadi,7129000
242.5,7,5,13,15,30.065981,31.335701,Nasr City,4279000
150.6,5,5,11,7,30.006709,30.950716,Sheikh Zayed,2962000
317.5,7,5,10,23,29.954622,31.268754,Maadi,6770000
228.7,6,5,18,17,30.100959,31.351118,Heliopolis,5217000
124.2,3,2,8,7,30.021509,31.487668,New Cairo,2027000
322.1,8,5,6,2,30.003246,30.930377,Sheikh Zayed,7677000
172.5,4,4,19,5,29.958404,31.254381,Maadi,2767000
134.7,4,4,16,7,30.071584,31.333447,Nasr City,2190000
398.9,8,5,6,26,30.066316,31.218696,Mohandeseen,5547000
309.0,8,5,10,14,30.055904,31.249381,Downtown,12341000
382.6,8,5,6,24,30.108303,31.332955,Heliopolis,5263000
329.0,8,5,8,0,30.005385,31.47656,New Cairo,8374000
179.5,4,3,11,12,30.068084,31.212043,Mohandeseen,3942000
333.7,8,5,13,19,29.95629,31.27654,Maadi,6029000
85.3,3,3,7,2,29.977138,31.26022,Maadi,2199000
320.4,8,5,5,3,30.062654,31.21952,Mohandeseen,8338000
295.9,8,5,3,0,30.029953,31.47524,New Cairo,4715000
170.4,4,4,16,12,30.044568,31.246444,Downtown,5709000
344.1,8,5,17,3,30.042269,31.240934,Downtown,12521000
126.0,3,3,18,11,30.004167,30.983308,Sheikh Zayed,2810000
353.4,8,5,8,10,30.096924,31.349618,Heliopolis,8078000
357.9,8,5,19,5,29.967342,31.261278,Maadi,12040000
336.3,8,5,7,1,30.097401,31.351591,Heliopolis,8443000
307.2,7,5,17,2,30.05053,31.237915,Downtown,13043000
162.3,3,2,17,11,30.053977,31.210168,Mohandeseen,3652000
298.6,7,5,10,5,30.057931,31.242828,Downtown,9705000
235.9,7,5,2,13,30.06205,31.357963,Nasr City,3103000
399.5,8,5,2,4,30.00774,30.94834,Sheikh Zayed,8621000
138.1,2,1,16,2,30.003134,31.423752,New Cairo,2146000
390.5,8,5,9,12,30.052694,31.203018,Mohandeseen,10145000
109.8,2,1,10,7,30.076138,31.346526,Nasr City,1450000
85.8,2,1,1,8,30.059153,31.205174,Mohandeseen,1724000
234.1,6,5,5,17,30.00652,30.936559,Sheikh Zayed,4111000
261.9,7,5,19,1,30.061209,31.347551,Nasr City,4741000
333.5,8,5,15,0,30.043726,31.231995,Downtown,14885000
276.8,7,5,5,2,30.10496,31.347155,Heliopolis,5249000
385.0,8,5,18,45,29.979412,31.266364,Maadi,6416000
217.6,5,4,1,5,30.054809,31.341781,Nasr City,2561000
339.7,8,5,10,15,30.055522,31.204349,Mohandeseen,8274000
169.6,4,4,13,33,30.002834,31.498888,New Cairo,1741000
136.7,2,2,9,16,29.968076,31.25214,Maadi,2363000
123.5,3,3,12,2,29.981323,30.951519,Sheikh Zayed,2107000
384.5,8,5,18,5,30.027976,31.424847,New Cairo,6932000
96.4,2,2,18,13,30.056656,31.231445,Downtown,2747000
301.4,7,5,4,10,30.074742,31.336086,Nasr City,5105000
113.0,2,1,16,6,29.971391,31.254731,Maadi,2249000
153.2,4,4,11,2,30.078314,31.352168,Nasr City,2256000
233.7,6,5,8,16,30.093378,31.33674,Heliopolis,4678000
187.7,5,4,10,4,30.05797,31.200383,Mohandeseen,5470000
327.9,8,5,9,22,30.066277,31.20987,Mohandeseen,7276000
219.0,5,5,11,53,30.057005,31.244127,Downtown,3461000
379.2,8,5,15,9,30.077535,31.335483,Nasr City,7735000
356.5,8,5,8,2,30.100861,31.333172,Heliopolis,9164000
370.6,8,5,3,37,29.96809,31.274092,Maadi,4270000
169.4,3,2,2,16,30.103472,31.345923,Heliopolis,2551000
168.1,4,4,8,46,30.059572,31.213982,Mohandeseen,2092000
126.5,3,2,6,12,29.98765,30.941004,Sheikh Zayed,2112000
264.1,6,5,13,7,30.051578,31.237854,Downtown,9489000
191.9,4,4,4,13,29.978442,31.252063,Maadi,4360000
222.0,5,5,17,1,30.068289,31.200413,Mohandeseen,6703000
161.3,4,3,17,1,30.099795,31.339572,Heliopolis,4242000
205.1,5,4,4,20,30.06596,31.352361,Nasr City,1967000
288.4,8,5,16,0,30.013527,31.435243,New Cairo,8014000
107.9,2,2,6,8,29.984404,30.95832,Sheikh Zayed,1742000
321.8,8,5,16,19,30.004148,31.496618,New Cairo,5460000
248.6,6,5,4,2,30.102445,31.34409,Heliopolis,5762000
307.0,8,5,3,15,30.060187,31.21066,Zamalek,12589000
236.0,7,5,10,6,30.02011,31.464243,New Cairo,4055000
321.3,7,5,19,4,30.079833,31.213948,Zamalek,20962000
379.3,8,5,12,16,30.054646,31.237108,Downtown,10476000
320.4,8,5,19,11,30.095432,31.337703,Heliopolis,9038000
195.7,5,5,5,7,30.020869,31.493789,New Cairo,3939000
280.0,6,5,17,1,30.02289,31.458458,New Cairo,6847000
149.9,4,3,1,40,30.089823,31.334075,Heliopolis,1559000
104.5,3,2,10,5,30.087695,31.347813,Heliopolis,1892000
241.4,5,4,18,4,30.075546,31.229142,Zamalek,13609000
230.6,5,5,10,29,29.964262,31.279834,Maadi,3871000
329.2,8,5,16,6,29.980364,30.939934,Sheikh Zayed,8945000
100.4,2,2,16,4,30.071891,31.352441,Nasr City,1771000
327.7,8,5,12,23,29.974456,31.252542,Maadi,7509000
353.4,8,5,2,12,30.059962,31.326198,Nasr City,4815000
184.6,5,4,7,0,29.992835,30.935799,Sheikh Zayed,3939000
257.1,6,5,13,10,29.962551,31.273357,Maadi,4639000
248.6,6,5,6,6,30.108084,31.331647,Heliopolis,5616000
121.3,3,2,12,1,30.024356,31.471891,New Cairo,2423000
330.0,8,5,9,3,30.105866,31.352282,Heliopolis,7456000
249.9,7,5,3,27,30.000007,31.416851,New Cairo,2067000
185.8,4,3,6,21,30.014146,31.414984,New Cairo,2562000
154.5,5,4,1,14,30.095957,31.332756,Heliopolis,2363000
280.0,7,5,4,25,30.003091,31.422745,New Cairo,3515000
88.1,3,2,17,3,29.982392,30.986962,Sheikh Zayed,1671000
158.4,3,3,4,4,29.995343,30.955212,Sheikh Zayed,3368000
180.2,5,4,11,20,30.065134,31.213338,Mohandeseen,3602000
392.4,8,5,6,29,30.000006,31.436243,New Cairo,5208000
314.9,7,5,10,55,30.07914,31.211209,Zamalek,9756000
346.6,8,5,19,6,29.9981,30.94496,Sheikh Zayed,6995000
289.6,7,5,3,5,30.064133,31.35275,Nasr City,4581000
343.9,8,5,18,8,30.007507,31.468694,New Cairo,7308000
266.5,7,5,14,0,30.099316,31.352888,Heliopolis,7741000
319.4,8,5,8,10,30.080965,31.348738,Heliopolis,8192000
94.3,2,1,8,41,29.997748,30.920965,Sheikh Zayed,661000
111.7,4,4,12,15,29.970167,31.25016,Maadi,2202000
130.8,3,2,13,1,30.027659,31.414077,New Cairo,2785000
161.9,4,4,14,3,29.950028,31.272715,Maadi,4346000
234.1,5,4,13,3,30.004636,30.99318,Sheikh Zayed,5127000
147.8,3,3,18,3,29.984444,30.972306,Sheikh Zayed,3659000
366.0,8,5,5,3,30.061735,31.21674,Zamalek,19185000
153.2,3,3,7,0,29.979355,31.267653,Maadi,4082000
320.8,8,5,14,14,30.051262,31.202157,Mohandeseen,9164000
135.2,3,2,12,28,30.104837,31.341485,Heliopolis,2068000
151.4,4,4,2,10,30.04816,31.234226,Downtown,3965000
135.7,3,3,3,5,30.005029,31.426288,New Cairo,1866000
287.4,8,5,8,0,30.069807,31.21366,Mohandeseen,8650000
304.3,7,5,2,28,30.068022,31.347273,Nasr City,2520000
225.4,6,5,14,12,30.016603,31.403186,New Cairo,5388000
371.1,8,5,14,33,30.076646,31.35419,Nasr City,3711000
141.7,3,2,8,11,30.055153,31.207325,Mohandeseen,3302000
366.5,8,5,7,26,29.962347,31.265564,Maadi,5996000
177.2,4,3,2,0,30.05455,31.209512,Mohandeseen,3995000
122.7,2,1,7,8,30.068799,31.349104,Nasr City,1419000
145.2,4,4,4,2,30.002897,31.401342,New Cairo,3108000
106.3,3,2,1,0,30.057773,31.234538,Downtown,2907000
286.8,7,5,19,13,29.986354,30.988089,Sheikh Zayed,6639000
114.3,2,2,16,2,30.080854,31.348881,Heliopolis,2543000
392.0,8,5,5,2,30.001161,30.943326,Sheikh Zayed,7665000
306.5,8,5,8,0,30.070912,31.224136,Zamalek,15017000
189.1,4,3,15,9,30.023987,31.458062,New Cairo,3747000
178.0,4,4,7,11,29.95642,31.264266,Maadi,2895000
104.1,3,3,13,27,30.068628,31.206449,Mohandeseen,1464000
73.8,2,1,9,0,30.097637,31.345042,Heliopolis,1685000
302.6,8,5,3,46,30.058426,31.23108,Downtown,5939000
213.5,5,4,19,58,30.002659,31.492223,New Cairo,3250000
265.3,7,5,15,9,30.074977,31.223344,Zamalek,12471000
96.8,2,2,14,2,30.050447,31.230144,Downtown,3416000
339.1,8,5,6,28,30.078225,31.226413,Zamalek,8603000
185.1,4,4,14,0,29.951396,31.25013,Maadi,4109000
155.6,5,5,8,11,30.069558,31.21447,Zamalek,7391000
328.7,8,5,17,4,30.05845,31.215731,Mohandeseen,10004000
356.6,8,5,13,1,30.02082,31.416641,New Cairo,9586000
371.8,8,5,6,20,30.06937,31.209109,Mohandeseen,7279000
237.1,6,5,1,17,30.083207,31.354633,Heliopolis,3874000
